dataset,subject,question_id,model_type,stage,cache_name,layer_idx,entropy_raw,entropy_normalized,logit_lens_temperature,vocab_size,kl_prev_layer,kl_vector_align
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,sharer,15,nan,nan,1.0,0,0.9778569340705872,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,sharer,16,nan,nan,1.0,0,0.8929034471511841,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,sharer,17,nan,nan,1.0,0,0.8543744087219238,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,sharer,18,nan,nan,1.0,0,0.8087863922119141,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,sharer,19,nan,nan,1.0,0,0.826749324798584,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,sharer,20,nan,nan,1.0,0,0.824524462223053,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,sharer,21,nan,nan,1.0,0,0.7873964905738831,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,sharer,22,nan,nan,1.0,0,0.8749836683273315,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,sharer,23,nan,nan,1.0,0,0.8672038912773132,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,sharer,24,nan,nan,1.0,0,0.796291172504425,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,sharer,25,nan,nan,1.0,0,0.8301703929901123,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,sharer,26,nan,nan,1.0,0,0.850396990776062,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,sharer,27,nan,nan,1.0,0,0.8316930532455444,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,sharer,28,nan,nan,1.0,0,0.8344041705131531,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,sharer,29,nan,nan,1.0,0,0.8616478443145752,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,sharer,30,nan,nan,1.0,0,0.8170524835586548,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,sharer,31,nan,nan,1.0,0,0.9139735698699951,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,sharer,32,nan,nan,1.0,0,0.9173654913902283,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,sharer,33,nan,nan,1.0,0,0.8845410346984863,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,sharer,34,nan,nan,1.0,0,0.8722723722457886,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,sharer,35,nan,nan,1.0,0,1.204656720161438,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,0,nan,nan,1.0,0,nan,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,1,nan,nan,1.0,0,2.1822898387908936,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,2,nan,nan,1.0,0,1.287337064743042,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,3,nan,nan,1.0,0,1.0038865804672241,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,4,nan,nan,1.0,0,1.3600423336029053,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,5,nan,nan,1.0,0,1.3653794527053833,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,6,nan,nan,1.0,0,1.2043708562850952,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,7,nan,nan,1.0,0,0.9150958061218262,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,8,nan,nan,1.0,0,1.0810208320617676,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,9,nan,nan,1.0,0,1.025542140007019,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,10,nan,nan,1.0,0,1.1353896856307983,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,11,nan,nan,1.0,0,1.1551474332809448,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,12,nan,nan,1.0,0,0.9940670132637024,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,13,nan,nan,1.0,0,0.8805114030838013,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,14,nan,nan,1.0,0,0.9831988215446472,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,15,nan,nan,1.0,0,0.9778577089309692,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,16,nan,nan,1.0,0,0.8929210901260376,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,17,nan,nan,1.0,0,0.8543924689292908,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,18,nan,nan,1.0,0,0.8088027834892273,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,19,nan,nan,1.0,0,0.8267804384231567,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,20,nan,nan,1.0,0,0.824533224105835,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,21,nan,nan,1.0,0,0.7873914241790771,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,22,nan,nan,1.0,0,0.8749876022338867,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,23,nan,nan,1.0,0,0.8672072887420654,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,24,nan,nan,1.0,0,0.7962941527366638,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,25,nan,nan,1.0,0,0.8301757574081421,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,26,nan,nan,1.0,0,0.8503879904747009,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,27,nan,nan,1.0,0,0.8316853642463684,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,28,nan,nan,1.0,0,0.8344118595123291,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,29,nan,nan,1.0,0,0.8616520166397095,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,30,nan,nan,1.0,0,0.8170551061630249,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,31,nan,nan,1.0,0,0.9139971733093262,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,32,nan,nan,1.0,0,0.9173564910888672,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,33,nan,nan,1.0,0,0.8845347166061401,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,34,nan,nan,1.0,0,0.872286319732666,last
ai2-arc,SPLIT_0_OF_1,137,rosetta,prefill,fused,35,nan,nan,1.0,0,1.2046945095062256,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,0,nan,nan,1.0,0,nan,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,1,nan,nan,1.0,0,2.155956745147705,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,2,nan,nan,1.0,0,1.1198968887329102,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,3,nan,nan,1.0,0,1.0063800811767578,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,4,nan,nan,1.0,0,1.3599648475646973,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,5,nan,nan,1.0,0,1.3820489645004272,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,6,nan,nan,1.0,0,1.2119616270065308,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,7,nan,nan,1.0,0,0.917794406414032,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,8,nan,nan,1.0,0,1.091823935508728,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,9,nan,nan,1.0,0,1.0346766710281372,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,10,nan,nan,1.0,0,1.1820309162139893,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,11,nan,nan,1.0,0,1.2165429592132568,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,12,nan,nan,1.0,0,1.0506469011306763,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,13,nan,nan,1.0,0,0.9189666509628296,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,14,nan,nan,1.0,0,1.0572059154510498,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,15,nan,nan,1.0,0,1.0105490684509277,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,16,nan,nan,1.0,0,0.9381210803985596,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,17,nan,nan,1.0,0,0.9207786321640015,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,18,nan,nan,1.0,0,0.8564586043357849,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,19,nan,nan,1.0,0,0.8589451313018799,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,20,nan,nan,1.0,0,0.8529083132743835,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,21,nan,nan,1.0,0,0.8363175988197327,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,22,nan,nan,1.0,0,0.9110558032989502,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,23,nan,nan,1.0,0,0.9212965369224548,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,24,nan,nan,1.0,0,0.8449562788009644,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,25,nan,nan,1.0,0,0.9631984233856201,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,26,nan,nan,1.0,0,0.8964504599571228,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,27,nan,nan,1.0,0,0.944793701171875,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,28,nan,nan,1.0,0,0.9450067281723022,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,29,nan,nan,1.0,0,0.9402909278869629,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,30,nan,nan,1.0,0,0.9794220924377441,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,31,nan,nan,1.0,0,0.9700146317481995,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,32,nan,nan,1.0,0,1.005194902420044,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,33,nan,nan,1.0,0,0.9603422284126282,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,34,nan,nan,1.0,0,0.9349985122680664,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,receiver,35,nan,nan,1.0,0,1.1023857593536377,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,0,nan,nan,1.0,0,nan,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,1,nan,nan,1.0,0,2.245966672897339,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,2,nan,nan,1.0,0,1.2913867235183716,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,3,nan,nan,1.0,0,1.0030765533447266,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,4,nan,nan,1.0,0,1.3599648475646973,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,5,nan,nan,1.0,0,1.3820489645004272,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,6,nan,nan,1.0,0,1.21132493019104,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,7,nan,nan,1.0,0,0.9157301783561707,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,8,nan,nan,1.0,0,1.091823935508728,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,9,nan,nan,1.0,0,1.02584707736969,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,10,nan,nan,1.0,0,1.1434592008590698,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,11,nan,nan,1.0,0,1.170965552330017,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,12,nan,nan,1.0,0,1.008811593055725,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,13,nan,nan,1.0,0,0.8792833685874939,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,14,nan,nan,1.0,0,0.9763315320014954,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,15,nan,nan,1.0,0,0.974758505821228,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,16,nan,nan,1.0,0,0.8902145028114319,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,17,nan,nan,1.0,0,0.8490761518478394,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,18,nan,nan,1.0,0,0.8135740756988525,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,19,nan,nan,1.0,0,0.8350028991699219,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,20,nan,nan,1.0,0,0.8156564831733704,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,21,nan,nan,1.0,0,0.7911882400512695,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,22,nan,nan,1.0,0,0.8738149404525757,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,23,nan,nan,1.0,0,0.8703494071960449,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,24,nan,nan,1.0,0,0.7993431091308594,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,25,nan,nan,1.0,0,0.8301196098327637,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,26,nan,nan,1.0,0,0.8522591590881348,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,27,nan,nan,1.0,0,0.8366971611976624,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,28,nan,nan,1.0,0,0.8368291854858398,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,29,nan,nan,1.0,0,0.8648720979690552,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,30,nan,nan,1.0,0,0.8191388845443726,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,31,nan,nan,1.0,0,0.9269380569458008,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,32,nan,nan,1.0,0,0.9159047603607178,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,33,nan,nan,1.0,0,0.8891550302505493,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,34,nan,nan,1.0,0,0.8666474223136902,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,sharer,35,nan,nan,1.0,0,1.2075891494750977,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,0,nan,nan,1.0,0,nan,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,1,nan,nan,1.0,0,2.2460103034973145,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,2,nan,nan,1.0,0,1.291393756866455,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,3,nan,nan,1.0,0,1.0030654668807983,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,4,nan,nan,1.0,0,1.3599648475646973,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,5,nan,nan,1.0,0,1.3820489645004272,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,6,nan,nan,1.0,0,1.2112897634506226,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,7,nan,nan,1.0,0,0.9157259464263916,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,8,nan,nan,1.0,0,1.091823935508728,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,9,nan,nan,1.0,0,1.0258502960205078,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,10,nan,nan,1.0,0,1.1434924602508545,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,11,nan,nan,1.0,0,1.171020746231079,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,12,nan,nan,1.0,0,1.0088131427764893,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,13,nan,nan,1.0,0,0.8792668581008911,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,14,nan,nan,1.0,0,0.9763489365577698,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,15,nan,nan,1.0,0,0.9747778177261353,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,16,nan,nan,1.0,0,0.890222430229187,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,17,nan,nan,1.0,0,0.8490945100784302,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,18,nan,nan,1.0,0,0.8135979771614075,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,19,nan,nan,1.0,0,0.8350346088409424,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,20,nan,nan,1.0,0,0.8156530857086182,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,21,nan,nan,1.0,0,0.79118812084198,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,22,nan,nan,1.0,0,0.8737992644309998,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,23,nan,nan,1.0,0,0.8703532814979553,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,24,nan,nan,1.0,0,0.799350917339325,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,25,nan,nan,1.0,0,0.8301113247871399,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,26,nan,nan,1.0,0,0.8522613048553467,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,27,nan,nan,1.0,0,0.8366879224777222,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,28,nan,nan,1.0,0,0.8368273973464966,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,29,nan,nan,1.0,0,0.8648651242256165,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,30,nan,nan,1.0,0,0.8191476464271545,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,31,nan,nan,1.0,0,0.9269629716873169,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,32,nan,nan,1.0,0,0.9159115552902222,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,33,nan,nan,1.0,0,0.8891655206680298,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,34,nan,nan,1.0,0,0.8666696548461914,last
ai2-arc,SPLIT_0_OF_1,138,rosetta,prefill,fused,35,nan,nan,1.0,0,1.207584261894226,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,0,nan,nan,1.0,0,nan,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,1,nan,nan,1.0,0,2.148646831512451,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,2,nan,nan,1.0,0,1.1284592151641846,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,3,nan,nan,1.0,0,1.0178775787353516,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,4,nan,nan,1.0,0,1.3746840953826904,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,5,nan,nan,1.0,0,1.3840818405151367,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,6,nan,nan,1.0,0,1.20828378200531,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,7,nan,nan,1.0,0,0.921992838382721,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,8,nan,nan,1.0,0,1.0865695476531982,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,9,nan,nan,1.0,0,1.0364789962768555,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,10,nan,nan,1.0,0,1.1804875135421753,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,11,nan,nan,1.0,0,1.1955325603485107,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,12,nan,nan,1.0,0,1.0402846336364746,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,13,nan,nan,1.0,0,0.9079853296279907,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,14,nan,nan,1.0,0,1.0659699440002441,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,15,nan,nan,1.0,0,1.0085175037384033,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,16,nan,nan,1.0,0,0.9456403851509094,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,17,nan,nan,1.0,0,0.9328103065490723,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,18,nan,nan,1.0,0,0.8654543161392212,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,19,nan,nan,1.0,0,0.8564415574073792,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,20,nan,nan,1.0,0,0.8635939955711365,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,21,nan,nan,1.0,0,0.8364571928977966,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,22,nan,nan,1.0,0,0.9053893685340881,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,23,nan,nan,1.0,0,0.9106242060661316,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,24,nan,nan,1.0,0,0.8500875234603882,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,25,nan,nan,1.0,0,0.9565650224685669,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,26,nan,nan,1.0,0,0.8862601518630981,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,27,nan,nan,1.0,0,0.9364176988601685,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,28,nan,nan,1.0,0,0.943031370639801,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,29,nan,nan,1.0,0,0.9482955932617188,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,30,nan,nan,1.0,0,0.9819223284721375,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,31,nan,nan,1.0,0,0.9547375440597534,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,32,nan,nan,1.0,0,1.0004781484603882,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,33,nan,nan,1.0,0,0.9589505195617676,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,34,nan,nan,1.0,0,0.937127947807312,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,receiver,35,nan,nan,1.0,0,1.1005074977874756,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,0,nan,nan,1.0,0,nan,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,1,nan,nan,1.0,0,2.228287696838379,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,2,nan,nan,1.0,0,1.300187110900879,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,3,nan,nan,1.0,0,1.0137925148010254,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,4,nan,nan,1.0,0,1.3746840953826904,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,5,nan,nan,1.0,0,1.3840818405151367,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,6,nan,nan,1.0,0,1.2079800367355347,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,7,nan,nan,1.0,0,0.9182878136634827,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,8,nan,nan,1.0,0,1.0865695476531982,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,9,nan,nan,1.0,0,1.0264286994934082,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,10,nan,nan,1.0,0,1.1421875953674316,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,11,nan,nan,1.0,0,1.147698163986206,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,12,nan,nan,1.0,0,0.9990742206573486,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,13,nan,nan,1.0,0,0.8725296258926392,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,14,nan,nan,1.0,0,0.9858347773551941,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,15,nan,nan,1.0,0,0.9716342687606812,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,16,nan,nan,1.0,0,0.8968415260314941,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,17,nan,nan,1.0,0,0.8581762909889221,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,18,nan,nan,1.0,0,0.8121609091758728,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,19,nan,nan,1.0,0,0.8296782374382019,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,20,nan,nan,1.0,0,0.8255945444107056,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,21,nan,nan,1.0,0,0.7931399941444397,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,22,nan,nan,1.0,0,0.8718496561050415,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,23,nan,nan,1.0,0,0.8654230833053589,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,24,nan,nan,1.0,0,0.8039853572845459,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,25,nan,nan,1.0,0,0.8128136992454529,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,26,nan,nan,1.0,0,0.8331729173660278,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,27,nan,nan,1.0,0,0.8263549208641052,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,28,nan,nan,1.0,0,0.8355941772460938,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,29,nan,nan,1.0,0,0.8681383728981018,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,30,nan,nan,1.0,0,0.816436767578125,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,31,nan,nan,1.0,0,0.9122386574745178,last
ai2-arc,SPLIT_0_OF_1,139,rosetta,prefill,sharer,32,nan,nan,1.0,0,0.9100269079208374,last
