dataset,subject,question_id,model_type,stage,cache_name,layer_idx,entropy_raw,entropy_normalized,logit_lens_temperature,vocab_size,kl_prev_layer,kl_vector_align
ai2-arc,SPLIT_0_OF_1,15,rosetta,prefill,fused,32,nan,nan,1.0,0,0.8979744911193848,last
ai2-arc,SPLIT_0_OF_1,15,rosetta,prefill,fused,33,nan,nan,1.0,0,0.8799030184745789,last
ai2-arc,SPLIT_0_OF_1,15,rosetta,prefill,fused,34,nan,nan,1.0,0,0.8569085001945496,last
ai2-arc,SPLIT_0_OF_1,15,rosetta,prefill,fused,35,nan,nan,1.0,0,1.1985223293304443,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,0,nan,nan,1.0,0,nan,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,1,nan,nan,1.0,0,2.1230928897857666,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,2,nan,nan,1.0,0,1.117490291595459,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,3,nan,nan,1.0,0,0.9956276416778564,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,4,nan,nan,1.0,0,1.3501265048980713,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,5,nan,nan,1.0,0,1.3649632930755615,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,6,nan,nan,1.0,0,1.2109320163726807,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,7,nan,nan,1.0,0,0.9208490252494812,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,8,nan,nan,1.0,0,1.0889956951141357,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,9,nan,nan,1.0,0,1.0271658897399902,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,10,nan,nan,1.0,0,1.1764030456542969,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,11,nan,nan,1.0,0,1.2068768739700317,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,12,nan,nan,1.0,0,1.0411322116851807,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,13,nan,nan,1.0,0,0.909980297088623,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,14,nan,nan,1.0,0,1.0548371076583862,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,15,nan,nan,1.0,0,1.004625916481018,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,16,nan,nan,1.0,0,0.9393472671508789,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,17,nan,nan,1.0,0,0.9308375120162964,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,18,nan,nan,1.0,0,0.8597671389579773,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,19,nan,nan,1.0,0,0.8453211784362793,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,20,nan,nan,1.0,0,0.8539561033248901,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,21,nan,nan,1.0,0,0.8336998224258423,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,22,nan,nan,1.0,0,0.909996747970581,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,23,nan,nan,1.0,0,0.9178107380867004,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,24,nan,nan,1.0,0,0.8461530208587646,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,25,nan,nan,1.0,0,0.9696152210235596,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,26,nan,nan,1.0,0,0.9070774912834167,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,27,nan,nan,1.0,0,0.950257420539856,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,28,nan,nan,1.0,0,0.9489553570747375,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,29,nan,nan,1.0,0,0.9373223781585693,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,30,nan,nan,1.0,0,0.9819409847259521,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,31,nan,nan,1.0,0,0.9695197939872742,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,32,nan,nan,1.0,0,1.002661943435669,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,33,nan,nan,1.0,0,0.9559226036071777,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,34,nan,nan,1.0,0,0.9403109550476074,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,receiver,35,nan,nan,1.0,0,1.1187762022018433,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,0,nan,nan,1.0,0,nan,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,1,nan,nan,1.0,0,2.1947951316833496,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,2,nan,nan,1.0,0,1.287912130355835,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,3,nan,nan,1.0,0,0.9942542314529419,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,4,nan,nan,1.0,0,1.3501265048980713,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,5,nan,nan,1.0,0,1.3649632930755615,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,6,nan,nan,1.0,0,1.2102316617965698,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,7,nan,nan,1.0,0,0.9173858165740967,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,8,nan,nan,1.0,0,1.0889956951141357,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,9,nan,nan,1.0,0,1.0178823471069336,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,10,nan,nan,1.0,0,1.1327208280563354,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,11,nan,nan,1.0,0,1.1636695861816406,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,12,nan,nan,1.0,0,1.0031957626342773,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,13,nan,nan,1.0,0,0.8726768493652344,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,14,nan,nan,1.0,0,0.9767338037490845,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,15,nan,nan,1.0,0,0.9780754446983337,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,16,nan,nan,1.0,0,0.8965839743614197,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,17,nan,nan,1.0,0,0.855721116065979,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,18,nan,nan,1.0,0,0.8095037937164307,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,19,nan,nan,1.0,0,0.8177537322044373,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,20,nan,nan,1.0,0,0.8157961368560791,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,21,nan,nan,1.0,0,0.7900500297546387,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,22,nan,nan,1.0,0,0.8707175850868225,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,23,nan,nan,1.0,0,0.8674160838127136,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,24,nan,nan,1.0,0,0.7986288666725159,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,25,nan,nan,1.0,0,0.830976128578186,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,26,nan,nan,1.0,0,0.8603376150131226,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,27,nan,nan,1.0,0,0.8327999114990234,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,28,nan,nan,1.0,0,0.8376905918121338,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,29,nan,nan,1.0,0,0.8615226745605469,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,30,nan,nan,1.0,0,0.8188234567642212,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,31,nan,nan,1.0,0,0.9218870401382446,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,32,nan,nan,1.0,0,0.9162734746932983,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,33,nan,nan,1.0,0,0.8841946125030518,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,34,nan,nan,1.0,0,0.8728632926940918,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,sharer,35,nan,nan,1.0,0,1.2014223337173462,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,0,nan,nan,1.0,0,nan,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,1,nan,nan,1.0,0,2.194826602935791,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,2,nan,nan,1.0,0,1.2879154682159424,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,3,nan,nan,1.0,0,0.9942336678504944,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,4,nan,nan,1.0,0,1.3501265048980713,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,5,nan,nan,1.0,0,1.3649632930755615,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,6,nan,nan,1.0,0,1.210191011428833,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,7,nan,nan,1.0,0,0.9173779487609863,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,8,nan,nan,1.0,0,1.0889956951141357,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,9,nan,nan,1.0,0,1.01790189743042,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,10,nan,nan,1.0,0,1.1327122449874878,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,11,nan,nan,1.0,0,1.1637067794799805,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,12,nan,nan,1.0,0,1.0032066106796265,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,13,nan,nan,1.0,0,0.8726632595062256,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,14,nan,nan,1.0,0,0.9767507910728455,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,15,nan,nan,1.0,0,0.9780780076980591,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,16,nan,nan,1.0,0,0.8965864777565002,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,17,nan,nan,1.0,0,0.855711042881012,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,18,nan,nan,1.0,0,0.809514045715332,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,19,nan,nan,1.0,0,0.8177666664123535,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,20,nan,nan,1.0,0,0.8158015608787537,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,21,nan,nan,1.0,0,0.7900629639625549,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,22,nan,nan,1.0,0,0.8707049489021301,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,23,nan,nan,1.0,0,0.8674092292785645,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,24,nan,nan,1.0,0,0.7986388206481934,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,25,nan,nan,1.0,0,0.8309823274612427,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,26,nan,nan,1.0,0,0.8603377938270569,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,27,nan,nan,1.0,0,0.8328059911727905,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,28,nan,nan,1.0,0,0.837678074836731,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,29,nan,nan,1.0,0,0.8615157604217529,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,30,nan,nan,1.0,0,0.8188263773918152,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,31,nan,nan,1.0,0,0.9218810796737671,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,32,nan,nan,1.0,0,0.9162687063217163,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,33,nan,nan,1.0,0,0.8841953873634338,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,34,nan,nan,1.0,0,0.8728484511375427,last
ai2-arc,SPLIT_0_OF_1,16,rosetta,prefill,fused,35,nan,nan,1.0,0,1.2014238834381104,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,0,nan,nan,1.0,0,nan,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,1,nan,nan,1.0,0,2.1671547889709473,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,2,nan,nan,1.0,0,1.1283966302871704,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,3,nan,nan,1.0,0,1.0176331996917725,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,4,nan,nan,1.0,0,1.376060962677002,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,5,nan,nan,1.0,0,1.3891065120697021,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,6,nan,nan,1.0,0,1.2160537242889404,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,7,nan,nan,1.0,0,0.9172679781913757,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,8,nan,nan,1.0,0,1.1068674325942993,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,9,nan,nan,1.0,0,1.0309137105941772,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,10,nan,nan,1.0,0,1.1924426555633545,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,11,nan,nan,1.0,0,1.211012840270996,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,12,nan,nan,1.0,0,1.045142650604248,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,13,nan,nan,1.0,0,0.9042090177536011,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,14,nan,nan,1.0,0,1.0430117845535278,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,15,nan,nan,1.0,0,1.0059384107589722,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,16,nan,nan,1.0,0,0.9412094354629517,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,17,nan,nan,1.0,0,0.9135047197341919,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,18,nan,nan,1.0,0,0.8588262796401978,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,19,nan,nan,1.0,0,0.844611644744873,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,20,nan,nan,1.0,0,0.8590270280838013,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,21,nan,nan,1.0,0,0.838457465171814,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,22,nan,nan,1.0,0,0.9001853466033936,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,23,nan,nan,1.0,0,0.9161399602890015,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,24,nan,nan,1.0,0,0.8451287150382996,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,25,nan,nan,1.0,0,0.9591354727745056,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,26,nan,nan,1.0,0,0.8884075880050659,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,27,nan,nan,1.0,0,0.942557692527771,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,28,nan,nan,1.0,0,0.9330925941467285,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,29,nan,nan,1.0,0,0.9358429908752441,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,30,nan,nan,1.0,0,0.9764466285705566,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,31,nan,nan,1.0,0,0.9541592597961426,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,32,nan,nan,1.0,0,0.9939007759094238,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,33,nan,nan,1.0,0,0.948488175868988,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,34,nan,nan,1.0,0,0.9257890582084656,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,receiver,35,nan,nan,1.0,0,1.0924252271652222,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,0,nan,nan,1.0,0,nan,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,1,nan,nan,1.0,0,2.2529702186584473,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,2,nan,nan,1.0,0,1.3006093502044678,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,3,nan,nan,1.0,0,1.0147753953933716,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,4,nan,nan,1.0,0,1.376060962677002,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,5,nan,nan,1.0,0,1.3891065120697021,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,6,nan,nan,1.0,0,1.2152843475341797,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,7,nan,nan,1.0,0,0.9137780666351318,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,8,nan,nan,1.0,0,1.1068674325942993,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,9,nan,nan,1.0,0,1.021223545074463,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,10,nan,nan,1.0,0,1.14641273021698,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,11,nan,nan,1.0,0,1.1622036695480347,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,12,nan,nan,1.0,0,1.0079118013381958,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,13,nan,nan,1.0,0,0.8718827962875366,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,14,nan,nan,1.0,0,0.9704620838165283,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,15,nan,nan,1.0,0,0.9778591394424438,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,16,nan,nan,1.0,0,0.8979055881500244,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,17,nan,nan,1.0,0,0.8482351303100586,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,18,nan,nan,1.0,0,0.8147270679473877,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,19,nan,nan,1.0,0,0.8235048651695251,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,20,nan,nan,1.0,0,0.8237361907958984,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,21,nan,nan,1.0,0,0.7964397668838501,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,22,nan,nan,1.0,0,0.8666670918464661,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,23,nan,nan,1.0,0,0.8672177195549011,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,24,nan,nan,1.0,0,0.8004443645477295,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,25,nan,nan,1.0,0,0.8356015086174011,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,26,nan,nan,1.0,0,0.8497642874717712,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,27,nan,nan,1.0,0,0.8346809148788452,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,28,nan,nan,1.0,0,0.8240002393722534,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,29,nan,nan,1.0,0,0.8695161938667297,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,30,nan,nan,1.0,0,0.8204109072685242,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,31,nan,nan,1.0,0,0.917118489742279,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,32,nan,nan,1.0,0,0.9147646427154541,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,33,nan,nan,1.0,0,0.8868246078491211,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,34,nan,nan,1.0,0,0.8671069741249084,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,sharer,35,nan,nan,1.0,0,1.1982873678207397,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,0,nan,nan,1.0,0,nan,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,1,nan,nan,1.0,0,2.2530083656311035,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,2,nan,nan,1.0,0,1.300601601600647,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,3,nan,nan,1.0,0,1.0147621631622314,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,4,nan,nan,1.0,0,1.376060962677002,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,5,nan,nan,1.0,0,1.3891065120697021,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,6,nan,nan,1.0,0,1.2152631282806396,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,7,nan,nan,1.0,0,0.9137694239616394,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,8,nan,nan,1.0,0,1.1068674325942993,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,9,nan,nan,1.0,0,1.0212254524230957,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,10,nan,nan,1.0,0,1.146442174911499,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,11,nan,nan,1.0,0,1.1622483730316162,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,12,nan,nan,1.0,0,1.007921814918518,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,13,nan,nan,1.0,0,0.8718823194503784,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,14,nan,nan,1.0,0,0.9704535007476807,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,15,nan,nan,1.0,0,0.9778622388839722,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,16,nan,nan,1.0,0,0.897901177406311,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,17,nan,nan,1.0,0,0.8482506275177002,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,18,nan,nan,1.0,0,0.8147399425506592,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,19,nan,nan,1.0,0,0.8235120177268982,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,20,nan,nan,1.0,0,0.8237357139587402,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,21,nan,nan,1.0,0,0.796453058719635,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,22,nan,nan,1.0,0,0.8666723966598511,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,23,nan,nan,1.0,0,0.8672171831130981,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,24,nan,nan,1.0,0,0.8004693984985352,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,25,nan,nan,1.0,0,0.8356134295463562,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,26,nan,nan,1.0,0,0.849786102771759,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,27,nan,nan,1.0,0,0.8346834182739258,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,28,nan,nan,1.0,0,0.8240267038345337,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,29,nan,nan,1.0,0,0.8695257902145386,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,30,nan,nan,1.0,0,0.8204101324081421,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,31,nan,nan,1.0,0,0.917112410068512,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,32,nan,nan,1.0,0,0.9147552847862244,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,33,nan,nan,1.0,0,0.8868400454521179,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,34,nan,nan,1.0,0,0.8671183586120605,last
ai2-arc,SPLIT_0_OF_1,17,rosetta,prefill,fused,35,nan,nan,1.0,0,1.1982876062393188,last
ai2-arc,SPLIT_0_OF_1,18,rosetta,prefill,receiver,0,nan,nan,1.0,0,nan,last
ai2-arc,SPLIT_0_OF_1,18,rosetta,prefill,receiver,1,nan,nan,1.0,0,2.115563154220581,last
ai2-arc,SPLIT_0_OF_1,18,rosetta,prefill,receiver,2,nan,nan,1.0,0,1.1168663501739502,last
ai2-arc,SPLIT_0_OF_1,18,rosetta,prefill,receiver,3,nan,nan,1.0,0,1.0038894414901733,last
ai2-arc,SPLIT_0_OF_1,18,rosetta,prefill,receiver,4,nan,nan,1.0,0,1.34299635887146,last
ai2-arc,SPLIT_0_OF_1,18,rosetta,prefill,receiver,5,nan,nan,1.0,0,1.3582638502120972,last
ai2-arc,SPLIT_0_OF_1,18,rosetta,prefill,receiver,6,nan,nan,1.0,0,1.2129125595092773,last
ai2-arc,SPLIT_0_OF_1,18,rosetta,prefill,receiver,7,nan,nan,1.0,0,0.9218665957450867,last
ai2-arc,SPLIT_0_OF_1,18,rosetta,prefill,receiver,8,nan,nan,1.0,0,1.0840628147125244,last
ai2-arc,SPLIT_0_OF_1,18,rosetta,prefill,receiver,9,nan,nan,1.0,0,1.0400761365890503,last
ai2-arc,SPLIT_0_OF_1,18,rosetta,prefill,receiver,10,nan,nan,1.0,0,1.194698691368103,last
ai2-arc,SPLIT_0_OF_1,18,rosetta,prefill,receiver,11,nan,nan,1.0,0,1.2126977443695068,last
ai2-arc,SPLIT_0_OF_1,18,rosetta,prefill,receiver,12,nan,nan,1.0,0,1.035028100013733,last
ai2-arc,SPLIT_0_OF_1,18,rosetta,prefill,receiver,13,nan,nan,1.0,0,0.9055325984954834,last
